排名,分类,书名,周点击,作者,更新时间,等级,链接,性质,总点击,月点击,周点击,总推荐,月推荐,周推荐,字数
3903,末世危机,末日最终帝国,187,MyKingsKn,2014-08-09 21:56, 作家等级：LV2 ,http://www.qidian.com/Book/3142828.aspx,公众作品,53964,1424,223,7158,7158,7158,237454
3904,东方玄幻,图腾狂想曲,187,印心,2014-08-21 07:06, 作家等级：LV1 ,http://www.qidian.com/Book/3011989.aspx,         VIP作品 ,172118,3434,470,8018,8018,8018,1492390
3905,娱乐明星,韩国之金牌作家,187,太阳拥抱月亮,2014-08-21 13:56, 作家等级：LV1 ,http://www.qidian.com/Book/3270062.aspx,公众作品,251,251,251,17,17,17,8276
3906,乡土小说,云雾山神,186,陈硕,2014-08-21 13:15,No Level,http://www.qidian.com/Book/3266637.aspx,公众作品,574,574,574,3,3,3,51955
3907,两宋元明,日月共明,186,左善闲,2014-08-20 23:53,No Level,http://www.qidian.com/Book/3151575.aspx,公众作品,8663,1448,284,579,579,579,364859
3908,动漫同人,数码宝贝之暴君传奇,186,热度天长人不久,2014-08-20 14:57,No Level,http://www.qidian.com/Book/3083170.aspx,公众作品,34394,2996,477,514,514,514,338413
3909,两宋元明,臣权,186,受伤的害虫,2014-08-20 23:01, 作家等级：LV1 ,http://www.qidian.com/Book/2699334.aspx,         VIP作品 ,325076,2406,439,12251,12251,12251,2582557
3910,异术超能,火爆仙医,186,西湖龙王爷,2014-08-15 19:01, 作家等级：LV1 ,http://www.qidian.com/Book/3218743.aspx,公众作品,25259,5373,467,188,188,188,155044
3911,异术超能,独霸一方之超级土地爷,186,沧月傲天,2014-01-26 22:56, 作家等级：LV2 ,http://www.qidian.com/Book/2564936.aspx,         VIP作品 ,455072,1465,841,8999,8999,8999,614002
3912,都市生活,重生日本九零年代,186,一碗二锅头,2014-08-21 03:22,No Level,http://www.qidian.com/Book/3249688.aspx,公众作品,771,771,254,122,122,122,35160
3913,古武机甲,武布天下,186,十年雪落,2013-06-16 22:40, 作家等级：LV4 ,http://www.qidian.com/Book/2400503.aspx,         VIP作品 ,2078249,2284,405,101561,101561,101561,1616598
3914,时空穿梭,来自某世界的虚空,186,恐惧之中,2014-08-18 00:36,No Level,http://www.qidian.com/Book/3206561.aspx,公众作品,4369,1288,144,82,82,82,171443
3915,异界大陆,傲剑凌云,186,小刀锋利,2010-10-20 13:57,No Level,http://www.qidian.com/Book/1414604.aspx,         VIP作品 ,9111370,5100,852,279709,279709,279709,2660390
3916,西方奇幻,魔王是个宅,186,姬神咆哮,2014-03-01 16:09, 作家等级：LV2 ,http://www.qidian.com/Book/2147952.aspx,         VIP作品 ,1146928,4673,681,32904,32904,32904,1523852
3917,现代修真,符医天下,186,叶天南,2012-10-21 00:39, 作家等级：LV4 ,http://www.qidian.com/Book/1083499.aspx,         VIP作品 ,5235667,2387,406,207458,207458,207458,2233821
3918,足球运动,完美中场,185,冒青烟,2014-03-04 04:29, 作家等级：LV2 ,http://www.qidian.com/Book/2364022.aspx,         VIP作品 ,997785,1985,361,12980,12980,12980,2597217
3919,时空穿梭,无限之成神战争,185,御岚,2014-08-20 23:11,No Level,http://www.qidian.com/Book/3258415.aspx,公众作品,964,964,360,16,16,16,185834
3920,古典仙侠,逍行纪,185,血红,2014-02-15 11:13, 作家等级：LV7 ,http://www.qidian.com/Book/1209022.aspx,         VIP作品 ,12564580,3199,578,1482193,1482193,1482193,2205090
3921,架空历史,时光之心,185,格子里的夜晚,2010-09-01 15:13, 作家等级：LV4 ,http://www.qidian.com/Book/149042.aspx,         VIP作品 ,5906359,3033,512,468849,468849,468849,2027269
3922,异术超能,我的世界日渐崩坏,185,放开那只女王,2014-07-09 15:11, 作家等级：LV2 ,http://www.qidian.com/Book/3031632.aspx,         VIP作品 ,272575,2858,616,37324,37324,37324,892019
3923,两宋元明,宋风,185,戒念,2008-02-07 22:42,No Level,http://www.qidian.com/Book/64135.aspx,         VIP作品 ,4799960,1482,267,762476,762476,762476,2261339
3924,异术超能,都市鉴宝师,185,锦瑟华年,2014-03-04 18:23, 作家等级：LV2 ,http://www.qidian.com/Book/2502220.aspx,         VIP作品 ,786572,2278,535,24259,24259,24259,597676
3925,动漫同人,妖精的幻想之旅,185,永恒炽天使,2014-03-02 14:58,No Level,http://www.qidian.com/Book/2302609.aspx,,,,,,,,
3926,古典仙侠,仙旅慈航,185,会飞的猪,2014-08-21 03:01,No Level,http://www.qidian.com/Book/2562718.aspx,,,,,,,,
3927,东方玄幻,绝世武圣,185,暗黑茄子,2013-11-21 09:56,No Level,http://www.qidian.com/Book/2606544.aspx,,,,,,,,
3928,异界大陆,吸血鬼就是吸血鬼,185,诶呦喂,2013-08-01 13:54,No Level,http://www.qidian.com/Book/2537368.aspx,,,,,,,,
3929,东方玄幻,超级神兽养殖大师,185,没落的游吟诗人,2013-08-25 16:36,No Level,http://www.qidian.com/Book/2556334.aspx,,,,,,,,
3930,动漫同人,注定的百合之恋,185,大爱三无,2014-08-20 14:50,No Level,http://www.qidian.com/Book/3082238.aspx,,,,,,,,
3931,动漫同人,幻想乡的阴阳师,185,起源之地,2014-08-21 00:17,No Level,http://www.qidian.com/Book/3019163.aspx,,,,,,,,
3932,历史传记,大明宫首辅,185,郜乐乐,2014-08-21 11:43,No Level,http://www.qidian.com/Book/3161992.aspx,,,,,,,,
3933,动漫同人,龙珠之王者之路,185, 小小MAX ,2014-08-10 21:41,No Level,http://www.qidian.com/Book/3085996.aspx,,,,,,,,
3934,末世危机,极限恐惧,185,彼岸花杀,2012-08-13 00:48,No Level,http://www.qidian.com/Book/1952015.aspx,,,,,,,,
3935,虚拟网游,幻世王冠,185,刺客凯,2014-08-18 21:21,No Level,http://www.qidian.com/Book/3253140.aspx,,,,,,,,
3936,授权同人,所谓恐怖,185,zxttty,2014-08-04 17:55,No Level,http://www.qidian.com/Book/2425479.aspx,,,,,,,,
3937,东方玄幻,铁面军团,185,剑一,2014-08-21 13:01,No Level,http://www.qidian.com/Book/3255287.aspx,,,,,,,,
3938,动漫同人,数码宝贝之剑侠,184,奥米加叫兽,2014-08-21 01:57,No Level,http://www.qidian.com/Book/2948477.aspx,,,,,,,,
3939,东方玄幻,万界系统,184,弥煞,2014-06-16 18:12,No Level,http://www.qidian.com/Book/3034272.aspx,,,,,,,,
3940,东方玄幻,神仙宝座,184,油条拌豆浆,2014-08-20 22:22,No Level,http://www.qidian.com/Book/2937521.aspx,,,,,,,,
3941,洪荒封神,灵台方寸之我是师兄,184,风吹柳叶飘,2014-08-16 21:57,No Level,http://www.qidian.com/Book/3209754.aspx,,,,,,,,
3942,古武机甲,机甲修罗,184,船上的杰克,2014-08-21 12:48,No Level,http://www.qidian.com/Book/3181958.aspx,,,,,,,,
3943,动漫同人,魔兽之无限穿越,184,家住玉树的林峰,2014-08-20 23:26,No Level,http://www.qidian.com/Book/2898417.aspx,,,,,,,,
3944,异术超能,现代炼金术士,184,天天吃咸菜,2014-08-20 21:44,No Level,http://www.qidian.com/Book/3251915.aspx,,,,,,,,
3945,浪子异侠,江湖客麒麟,184,山方觉雨,2014-08-21 11:02,No Level,http://www.qidian.com/Book/3195680.aspx,,,,,,,,
3946,都市生活,舞叶成花,184,明狐兮,2014-08-18 10:48,No Level,http://www.qidian.com/Book/1491728.aspx,,,,,,,,
3947,娱乐明星,王牌导演,184,衣冠似雪,2014-08-18 12:58,No Level,http://www.qidian.com/Book/1895463.aspx,,,,,,,,
3948,清史民国,祸害大清,184,吴老狼,2012-10-11 09:54,No Level,http://www.qidian.com/Book/1977443.aspx,,,,,,,,
3949,异界大陆,随身地图编辑器,184,点校尉,2014-08-20 14:37,No Level,http://www.qidian.com/Book/3175382.aspx,,,,,,,,
3950,古典仙侠,天禁之路,184,锋六,2014-08-20 21:51,No Level,http://www.qidian.com/Book/3249523.aspx,,,,,,,,
3951,古典仙侠,天禁之路,184,锋六,2014-08-20 21:51,No Level,http://www.qidian.com/Book/3249523.aspx,公众作品,1183,1171,734,69,69,69,105431
3952,异术超能,抽奖人生,184,沧海一公牛,2013-08-28 21:01, 作家等级：LV1 ,http://www.qidian.com/Book/2552006.aspx,         VIP作品 ,975816,6087,1253,13044,13044,13044,1351560
3953,奇幻修真,惟我九天,184,酒醉虾,2014-08-21 01:14,No Level,http://www.qidian.com/Book/3217489.aspx,公众作品,9478,5578,2389,926,926,926,126021
3954,东方玄幻,剑动天下风云舞,184,墨月成风,2014-08-20 16:22,No Level,http://www.qidian.com/Book/3230618.aspx,公众作品,50732,36286,2129,5701,5701,5701,148348
3955,娱乐明星,娱乐之无冕之王,184,三万米外的自由,2014-08-20 20:53,No Level,http://www.qidian.com/Book/3247985.aspx,公众作品,2626,2478,453,16,16,16,128206
3956,娱乐明星,电影大亨,184,镔铁,2013-11-12 11:12, 作家等级：LV3 ,http://www.qidian.com/Book/2342807.aspx,         VIP作品 ,2404517,4543,777,93469,93469,93469,3471166
3957,虚拟网游,猎网,184,虾写,2013-02-06 16:14, 作家等级：LV4 ,http://www.qidian.com/Book/2291651.aspx,         VIP作品 ,1666156,1191,226,153017,153017,153017,1911288
3958,古典仙侠,白龙傲世录,184,雨中寒漠,2014-08-20 22:03,No Level,http://www.qidian.com/Book/3164355.aspx,公众作品,8432,1629,266,48,48,48,193569
3959,末世危机,末世狩猎者,184,黑天魔神,2007-04-09 12:13,No Level,http://www.qidian.com/Book/68983.aspx,         VIP作品 ,3654050,5217,832,176473,176473,176473,1298351
3960,秦汉三国,混在东汉末,183,庄不周,2013-04-15 09:28, 作家等级：LV4 ,http://www.qidian.com/Book/2213548.aspx,         VIP作品 ,2467523,3768,677,84651,84651,84651,3004677
3961,动漫同人,萝莉贤者的旅程,183, 幻想fx ,2014-08-20 18:04,No Level,http://www.qidian.com/Book/3200736.aspx,公众作品,2572,992,192,41,41,41,59132
3962,异术超能,都市混元戒,183,北风吹雁雁南飞,2014-08-20 19:13,No Level,http://www.qidian.com/Book/3091363.aspx,         VIP作品 ,33247,3472,610,103,103,103,781478
3963,东方玄幻,太元天尊,183,无上宗,2014-08-20 20:06, 作家等级：LV2 ,http://www.qidian.com/Book/3196798.aspx,公众作品,9356,869,127,992,992,992,224070
3964,游戏异界,武侠变,183,云白天蓝,2014-05-09 23:02, 作家等级：LV2 ,http://www.qidian.com/Book/2905883.aspx,         VIP作品 ,422037,2140,585,7247,7247,7247,921501
3965,洪荒封神,洪荒逆翻天,183,李家四哥,2014-08-21 00:03,No Level,http://www.qidian.com/Book/3209514.aspx,公众作品,7784,3248,554,249,249,249,232534
3966,虚拟网游,网游重生之第二世界,183,那晚的月亮,2014-08-20 23:39,No Level,http://www.qidian.com/Book/3222343.aspx,公众作品,1436,876,165,32,32,32,204718
3967,虚拟网游,重生之独行刺客,183,无敌飞天猫,2013-06-14 23:21, 作家等级：LV2 ,http://www.qidian.com/Book/2364961.aspx,         VIP作品 ,2502143,5658,955,26508,26508,26508,2003557
3968,洪荒封神,重生悟空修妖录,183,我是墨水,2014-04-18 21:26, 作家等级：LV1 ,http://www.qidian.com/Book/2656434.aspx,,,,,,,,
3969,娱乐明星,娱乐小清新,183,火力胖子,2014-08-21 07:32,No Level,http://www.qidian.com/Book/3255869.aspx,公众作品,901,901,259,6,6,6,76841
3970,动漫同人,穿越命运之二爷,182,我是樱党,2014-08-18 12:48,No Level,http://www.qidian.com/Book/3166597.aspx,公众作品,6239,885,222,196,196,196,69649
3971,异术超能,都市虫祖,182, YY的废柴 ,2014-08-21 08:51,No Level,http://www.qidian.com/Book/3255646.aspx,公众作品,921,921,245,67,67,67,56701
3972,古典仙侠,齐天逆圣,182,悟空道人,2014-05-23 07:56,No Level,http://www.qidian.com/Book/3056941.aspx,         VIP作品 ,313257,1762,452,6157,6157,6157,1011228
3973,架空历史,迷失在康熙末年,182,小楼明月,2008-12-04 15:08, 作家等级：LV1 ,http://www.qidian.com/Book/86057.aspx,         VIP作品 ,7437516,1998,344,1155201,1155201,1155201,2278015
3974,奇幻修真,逍遥仙主,182,清决,2014-08-20 22:35,No Level,http://www.qidian.com/Book/3250873.aspx,公众作品,580,580,154,373,373,373,240783
3975,异界大陆,极限兑换空间,182,弥煞,2013-11-18 23:56, 作家等级：LV3 ,http://www.qidian.com/Book/2183524.aspx,         VIP作品 ,2827461,7471,1236,16493,16493,16493,3041379
3976,都市生活,至尊医仙,182,落地为仙,2014-01-10 23:24, 作家等级：LV2 ,http://www.qidian.com/Book/2344779.aspx,         VIP作品 ,1706910,5392,820,31892,31892,31892,1370788
3977,游戏异界,         高手寂寞2 ,182,兰帝魅晨,2014-06-01 12:12, 作家等级：LV5 ,http://www.qidian.com/Book/2534903.aspx,         VIP作品 ,2190255,3176,570,784064,784064,784064,3904957
3978,游戏生涯,法师传奇,182,麻烦,2013-04-01 18:39,No Level,http://www.qidian.com/Book/98687.aspx,         VIP作品 ,8563918,3836,769,1377982,1377982,1377982,2605344
3979,未来世界,星际传承,182,吴杰超,2012-07-01 15:57,No Level,http://www.qidian.com/Book/1804791.aspx,         VIP作品 ,3960919,3459,589,138196,138196,138196,2515456
3980,时空穿梭,骸骨灰烬,182,悲剧山伯爵,2014-05-21 00:01, 作家等级：LV1 ,http://www.qidian.com/Book/2470810.aspx,         VIP作品 ,880660,3645,630,17164,17164,17164,2031567
3981,灵异奇谈,我就一阴阳先生,182,邪鸦妖雀,2014-02-10 21:55, 作家等级：LV1 ,http://www.qidian.com/Book/2654399.aspx,         VIP作品 ,243296,3948,567,2872,2872,2872,1314285
3982,异界大陆,翔龙傲天记,182,无尽思绪,2014-08-20 15:02,No Level,http://www.qidian.com/Book/3189790.aspx,         VIP作品 ,4585,4188,3055,270,270,270,316729
3983,都市生活,美女总裁的贴身高手,182, 风中的阳光(凯) ,2014-08-21 09:01,No Level,http://www.qidian.com/Book/3200905.aspx,         VIP作品 ,12424,6015,876,18,18,18,1233694
3984,两宋元明,大宋之神箭无敌,181,远征士兵,2010-05-25 22:56, 作家等级：LV2 ,http://www.qidian.com/Book/68437.aspx,         VIP作品 ,1491115,684,140,114290,114290,114290,781337
3985,秦汉三国,三国袁尚,181,七尺剑锋,2014-08-20 22:13,No Level,http://www.qidian.com/Book/3027131.aspx,         VIP作品 ,113218,3777,578,759,759,759,1376347
3986,异术超能,行走在电影世界,181,油酷,2013-11-16 14:47,No Level,http://www.qidian.com/Book/2705280.aspx,         VIP作品 ,588531,3495,772,8906,8906,8906,749997
3987,异术超能,极限诱心,181,沧海林峰,2014-08-20 11:16,No Level,http://www.qidian.com/Book/3170945.aspx,         VIP作品 ,7608,2097,285,406,406,406,640691
3988,都市修真,护花高手都市游,181,天辰无豆机,2014-08-21 11:29,No Level,http://www.qidian.com/Book/3187816.aspx,公众作品,6949,2385,621,557,557,557,1405068
3989,古典仙侠,聊斋之城隍爷,181,酱香的土豆,2014-08-20 18:07,No Level,http://www.qidian.com/Book/3261442.aspx,公众作品,1047,1047,386,50,50,50,40235
3990,末世危机,末世之传奇登陆器,181, 深渊1 ,2014-08-16 20:07, 作家等级：LV1 ,http://www.qidian.com/Book/2827185.aspx,         VIP作品 ,436716,3885,657,16742,16742,16742,1436555
3991,动漫同人,始于火影,181,倍爷,2014-08-17 23:15,No Level,http://www.qidian.com/Book/3224998.aspx,公众作品,5972,3253,414,103,103,103,136960
3992,传统武侠,桃花岛铜尸传,181,祖坟上的草,2014-08-18 21:11,No Level,http://www.qidian.com/Book/3168905.aspx,公众作品,14180,2492,278,38,38,38,134993
3993,异术超能,花都炼金术,181,开心小帅,2014-08-05 17:44, 作家等级：LV2 ,http://www.qidian.com/Book/3070483.aspx,         VIP作品 ,172498,4735,1009,26318,26318,26318,568471
3994,奇幻修真,重生之宋青书,181,巴下客,2014-07-08 21:15,No Level,http://www.qidian.com/Book/3077770.aspx,         VIP作品 ,1083687,3901,581,34147,34147,34147,673074
3995,都市生活,         翡翠王(书坊) ,181, 步行天下(书坊) ,2014-08-13 14:39,No Level,http://www.qidian.com/Book/3192761.aspx,         VIP作品 ,12529,1581,235,33,33,33,183896
3996,动漫同人,食梦者之一米阳光,181,魔王也要中二,2014-08-09 17:45,No Level,http://www.qidian.com/Book/3183884.aspx,公众作品,27179,4630,154,2584,2584,2584,139931
3997,现代修真,金陵异种,181,两生琏,2014-08-20 17:04,No Level,http://www.qidian.com/Book/3235382.aspx,公众作品,5954,2936,2879,292,292,292,92595
3998,虚拟网游,网游之骠骑,181,青云断舞,2014-08-19 17:18,No Level,http://www.qidian.com/Book/3105155.aspx,公众作品,11683,1187,200,557,557,557,493961
3999,动漫同人,圣斗士之邪恶射手,181,吴虾米,2013-04-09 17:29, 作家等级：LV2 ,http://www.qidian.com/Book/1115797.aspx,,,,,,,,
4000,异术超能,旁医左相,181,平山散人,2013-10-17 00:26, 作家等级：LV2 ,http://www.qidian.com/Book/2456971.aspx,         VIP作品 ,1201193,2430,441,50662,50662,50662,2040402
4001,未来世界,星际传承,182,吴杰超,2012-07-01 15:57,No Level,http://www.qidian.com/Book/1804791.aspx,         VIP作品 ,3960919,3459,589,138196,138196,138196,2515456
4002,动漫同人,圣斗士之邪恶射手,182,吴虾米,2013-04-09 17:29, 作家等级：LV2 ,http://www.qidian.com/Book/1115797.aspx,,,,,,,,
4003,动漫同人,食梦者之一米阳光,181,魔王也要中二,2014-08-09 17:45,No Level,http://www.qidian.com/Book/3183884.aspx,公众作品,27179,4630,154,2584,2584,2584,139931
4004,授权同人,英雄联盟之小兵攻略,181,爱枣的大清枣,2014-08-21 02:02,No Level,http://www.qidian.com/Book/3134259.aspx,公众作品,48747,2411,708,1484,1484,1484,340067
4005,动漫同人,始于火影,181,倍爷,2014-08-17 23:15,No Level,http://www.qidian.com/Book/3224998.aspx,公众作品,5972,3253,414,103,103,103,136960
4006,传统武侠,桃花岛铜尸传,181,祖坟上的草,2014-08-18 21:11,No Level,http://www.qidian.com/Book/3168905.aspx,公众作品,14180,2492,278,38,38,38,134993
4007,异术超能,花都炼金术,181,开心小帅,2014-08-05 17:44, 作家等级：LV2 ,http://www.qidian.com/Book/3070483.aspx,         VIP作品 ,172498,4735,1009,26318,26318,26318,568471
4008,秦汉三国,三国袁尚,181,七尺剑锋,2014-08-20 22:13,No Level,http://www.qidian.com/Book/3027131.aspx,         VIP作品 ,113218,3777,578,759,759,759,1376347
4009,末世危机,末世之传奇登陆器,181, 深渊1 ,2014-08-16 20:07, 作家等级：LV1 ,http://www.qidian.com/Book/2827185.aspx,         VIP作品 ,436716,3885,657,16742,16742,16742,1436555
4010,都市生活,         翡翠王(书坊) ,181, 步行天下(书坊) ,2014-08-13 14:39,No Level,http://www.qidian.com/Book/3192761.aspx,         VIP作品 ,12529,1581,235,33,33,33,183896
4011,两宋元明,大宋之神箭无敌,181,远征士兵,2010-05-25 22:56, 作家等级：LV2 ,http://www.qidian.com/Book/68437.aspx,         VIP作品 ,1491115,684,140,114290,114290,114290,781337
4012,异术超能,行走在电影世界,181,油酷,2013-11-16 14:47,No Level,http://www.qidian.com/Book/2705280.aspx,         VIP作品 ,588531,3495,772,8906,8906,8906,749997
4013,奇幻修真,重生之宋青书,181,巴下客,2014-07-08 21:15,No Level,http://www.qidian.com/Book/3077770.aspx,         VIP作品 ,1083687,3901,581,34147,34147,34147,673074
4014,都市修真,护花高手都市游,181,天辰无豆机,2014-08-21 11:29,No Level,http://www.qidian.com/Book/3187816.aspx,公众作品,6949,2385,621,557,557,557,1405068
4015,异术超能,极限诱心,181,沧海林峰,2014-08-21 14:40,No Level,http://www.qidian.com/Book/3170945.aspx,         VIP作品 ,7608,2097,285,406,406,406,640691
4016,东方玄幻,箭道,180,牛刀卧龙山,2014-08-21 11:52,No Level,http://www.qidian.com/Book/3203384.aspx,公众作品,17812,1815,307,1124,1124,1124,288128
4017,东方玄幻,玄血沸腾,180,周雨楼,2014-07-02 02:14, 作家等级：LV2 ,http://www.qidian.com/Book/2496893.aspx,         VIP作品 ,620830,8322,1241,9262,9262,9262,6083000
4018,动漫同人,狂三的末日旅途,180,暮冬眠,2014-08-21 10:42,No Level,http://www.qidian.com/Book/3130807.aspx,公众作品,9902,1477,376,159,159,159,220306
4019,虚拟网游,网游之乱舞江湖,180,纵酒高歌,2014-08-21 12:11,No Level,http://www.qidian.com/Book/3111954.aspx,公众作品,7521,902,390,503,503,503,164800
4020,时空穿梭,位面旅行家,180,我爱流动性,2014-06-19 00:31, 作家等级：LV1 ,http://www.qidian.com/Book/3094776.aspx,         VIP作品 ,353945,1580,239,9345,9345,9345,490454
4021,未来世界,星际列车,180,孤灯,2014-08-20 23:16, 作家等级：LV1 ,http://www.qidian.com/Book/2473093.aspx,         VIP作品 ,118383,2622,342,6075,6075,6075,1305955
4022,动漫同人,只有镜面知道的空间,180,Seraphim,2014-06-10 00:37, 作家等级：LV1 ,http://www.qidian.com/Book/2655930.aspx,公众作品,218330,1224,270,44241,44241,44241,406028
4023,西方奇幻,魔运苍茫,179,瑞根,2012-03-14 14:38, 作家等级：LV6 ,http://www.qidian.com/Book/57865.aspx,         VIP作品 ,5430847,1441,283,731271,731271,731271,2132275
4024,游戏生涯,重生之玩转魔兽世界,179,我心飘零,2014-01-28 21:58, 作家等级：LV2 ,http://www.qidian.com/Book/2154303.aspx,         VIP作品 ,1370420,2256,384,61952,61952,61952,4972468
4025,动漫同人,反抗在幻想乡,179,根源虚,2014-03-20 12:32,No Level,http://www.qidian.com/Book/2250331.aspx,,,,,,,,
4026,小说同人,无限恐怖之神对神,179,乔万闲,2014-08-19 08:45,No Level,http://www.qidian.com/Book/2879355.aspx,公众作品,14087,3610,347,83,83,83,130037
4027,时空穿梭,二次元兑换系统,179, 菲特今晚留下来01 ,2014-08-17 18:56,No Level,http://www.qidian.com/Book/3150138.aspx,公众作品,15180,1725,272,144,144,144,249340
4028,异术超能,圣域殿堂,179,妙笔圣士,2014-08-21 09:40,No Level,http://www.qidian.com/Book/3234796.aspx,公众作品,17434,9497,1762,1175,1175,1175,183840
4029,领主贵族,魔女的帝国,179,鬼魅死神,2014-08-20 01:20,No Level,http://www.qidian.com/Book/3160096.aspx,公众作品,3297,630,126,51,51,51,66576
4030,娱乐明星,韩娱之我的世界,179, 阿基www ,2014-08-19 04:02,No Level,http://www.qidian.com/Book/3246832.aspx,公众作品,1039,631,265,0,0,0,18801
4031,娱乐明星,影城大亨,179,镔铁,2013-11-12 11:13, 作家等级：LV3 ,http://www.qidian.com/Book/1368243.aspx,         VIP作品 ,3424284,3559,583,182717,182717,182717,6259585
4032,都市生活,皇冠家族,179,咖啡泡馒头,2012-07-25 18:56, 作家等级：LV1 ,http://www.qidian.com/Book/2145557.aspx,         VIP作品 ,1250195,3205,525,26391,26391,26391,824666
4033,足球运动,我们是冠军,178,林海听涛,2007-08-05 13:50,No Level,http://www.qidian.com/Book/23844.aspx,,,,,,,,
4034,时空穿梭,无限旅行,178,骑驴练剑,2014-06-13 20:36, 作家等级：LV1 ,http://www.qidian.com/Book/2990420.aspx,         VIP作品 ,526147,2516,396,24242,24242,24242,1465893
4035,奇幻修真,修真恶人,178,鹰入峰林,2014-08-20 22:15, 作家等级：LV1 ,http://www.qidian.com/Book/3101124.aspx,         VIP作品 ,36997,3545,412,1134,1134,1134,970001
4036,西方奇幻,变脸武士,178,跳舞,2009-03-07 19:07, 作家等级：LV7 ,http://www.qidian.com/Book/31468.aspx,         VIP作品 ,6887213,3002,468,1056088,1056088,1056088,1588460
4037,异术超能,重生之我能升级,178,一朵小菊花,2013-12-02 23:51, 作家等级：LV2 ,http://www.qidian.com/Book/1860037.aspx,         VIP作品 ,4800875,12596,1782,81654,81654,81654,1589303
4038,东方玄幻,炎黄龙神,178,银狼啸月,2014-08-21 01:57,No Level,http://www.qidian.com/Book/3233847.aspx,         VIP作品 ,457,294,176,312,312,312,255086
4039,娱乐明星,韩娱之少时制作人,178,墨染苍月,2014-08-08 22:47,No Level,http://www.qidian.com/Book/3033288.aspx,公众作品,181517,3564,401,9560,9560,9560,1098700
4040,动漫同人,百万亚瑟中的草莓君,178,爱华扇与帝与唯与羽,2014-08-20 14:11,No Level,http://www.qidian.com/Book/3231555.aspx,公众作品,693,552,349,5,5,5,38910
4041,娱乐明星,掌控韩娱,178,没有老鼠,2014-08-20 19:52,No Level,http://www.qidian.com/Book/3213901.aspx,公众作品,2109,1482,322,17,17,17,18986
4042,都市生活,重生之侣行,178,何为道,2014-08-20 19:28,No Level,http://www.qidian.com/Book/3189876.aspx,公众作品,9622,3127,315,1783,1783,1783,475083
4043,两晋隋唐,大唐御医,178,半堕落的恶魔,2009-07-13 10:48, 作家等级：LV1 ,http://www.qidian.com/Book/1001836.aspx,         VIP作品 ,5456024,2572,509,405940,405940,405940,1540030
4044,末世危机,末世金刚狼,178,个十万千,2014-08-20 17:11,No Level,http://www.qidian.com/Book/3251245.aspx,公众作品,1546,1546,325,20,20,20,91326
4045,时空穿梭,某掌控元素的时空之旅,178,某科学的节操菌,2014-08-18 17:34,No Level,http://www.qidian.com/Book/3254494.aspx,公众作品,1744,1744,100,71,71,71,38464
4046,末世危机,生化之末世传说,178,量子永生,2013-03-10 06:01,No Level,http://www.qidian.com/Book/1651606.aspx,         VIP作品 ,1144938,2407,407,38473,38473,38473,1739664
4047,异术超能,僵尸医生,178,高楼大厦,2008-08-10 11:53,No Level,http://www.qidian.com/Book/75705.aspx,         VIP作品 ,4010257,2320,387,517665,517665,517665,2087069
4048,奇幻修真,血脉录,178,月中阴,2013-10-22 10:59, 作家等级：LV2 ,http://www.qidian.com/Book/1960518.aspx,         VIP作品 ,1202096,2235,439,11903,11903,11903,4068187
4049,异界大陆,神煌,178,开荒,2013-08-24 11:57,No Level,http://www.qidian.com/Book/2234059.aspx,         VIP作品 ,9008011,6149,1049,1138041,1138041,1138041,3465232
4050,乡土小说,渔色人生,177, 钓鱼1哥 ,2014-03-29 16:52, 作家等级：LV2 ,http://www.qidian.com/Book/2298679.aspx,         VIP作品 ,1139809,4993,1079,22691,22691,22691,1229561
4051,奇幻修真,血脉录,178,月中阴,2013-10-22 10:59, 作家等级：LV2 ,http://www.qidian.com/Book/1960518.aspx,         VIP作品 ,1202096,2235,439,11903,11903,11903,4068187
4052,异界大陆,神煌,178,开荒,2013-08-24 11:57,No Level,http://www.qidian.com/Book/2234059.aspx,         VIP作品 ,9008011,6149,1049,1138041,1138041,1138041,3465232
4053,乡土小说,渔色人生,177, 钓鱼1哥 ,2014-03-29 16:52, 作家等级：LV2 ,http://www.qidian.com/Book/2298679.aspx,         VIP作品 ,1139809,4993,1079,22691,22691,22691,1229561
4054,异界大陆,电气魔法师,177,冰在心,2014-08-20 18:22,No Level,http://www.qidian.com/Book/3063639.aspx,         VIP作品 ,175699,4870,248,7558,7558,7558,810422
4055,时空穿梭,鸢之信仰,177,酒瓶儿牵风,2014-08-21 12:08,No Level,http://www.qidian.com/Book/3077905.aspx,公众作品,31224,676,153,997,997,997,143259
4056,动漫同人,高达之科学侧管理者,177,节操在这里,2014-08-20 16:07,No Level,http://www.qidian.com/Book/2887995.aspx,公众作品,39948,2460,255,678,678,678,400466
4057,浪子异侠,武侠世界流浪记,177,周小荣,2014-08-03 22:57,No Level,http://www.qidian.com/Book/3224359.aspx,公众作品,15668,8231,215,214,214,214,124555
4058,异术超能,神级扑街写手,177, 念小白10086 ,2014-08-19 22:30,No Level,http://www.qidian.com/Book/3260969.aspx,公众作品,174,174,78,115,115,115,19499
4059,异界大陆,死亡寂语,177,沉日钓徒,2014-08-21 13:10,No Level,http://www.qidian.com/Book/3265736.aspx,公众作品,124,124,98,78,78,78,18645
4060,游戏异界,异界暗黑全职者,177,迢迢星河,2014-08-18 23:57,No Level,http://www.qidian.com/Book/3126362.aspx,公众作品,22181,1790,264,1726,1726,1726,207275
