排名,分类,书名,周点击,作者,更新时间,等级,链接,性质,总点击,月点击,周点击,总推荐,月推荐,周推荐,字数
1474,时空穿梭,阴谋超级大,696,临江东渡,2014-08-20 18:28, 作家等级：LV1 ,http://www.qidian.com/Book/3017498.aspx,         VIP作品 ,413773,13033,1118,25051,25051,25051,1394581
1475,动漫同人,口袋妖怪之林克,696,自在先知,2014-08-19 16:52,No Level,http://www.qidian.com/Book/2753169.aspx,公众作品,41895,2639,692,3864,3864,3864,192193
1476,东方玄幻,气运之王,696,青棘,2014-08-20 14:27,No Level,http://www.qidian.com/Book/3257088.aspx,公众作品,2437,2437,551,2354,2354,2354,86580
1477,异界征战,紫川,695,老猪,2009-09-10 15:50, 作家等级：LV5 ,http://www.qidian.com/Book/20.aspx,         VIP作品 ,13560953,9571,1410,1579664,1579664,1579664,2401594
1478,都市生活,重生那些年,695,茗夜,2014-08-20 20:47, 作家等级：LV2 ,http://www.qidian.com/Book/2237358.aspx,         VIP作品 ,1940218,13115,1643,74360,74360,74360,3537224
1479,动漫同人,妖精的尾巴之阴阳师,694,系梦,2014-08-20 18:38,No Level,http://www.qidian.com/Book/3260558.aspx,公众作品,6015,6015,1787,60,60,60,48569
1480,动漫同人,悠哉在二次元的世界,693,幻化,2014-08-20 09:33,No Level,http://www.qidian.com/Book/3231560.aspx,公众作品,10329,7345,1123,51,51,51,230378
1481,东方玄幻,剑装,693,十二翼黑暗炽天使,2014-08-20 21:53, 作家等级：LV2 ,http://www.qidian.com/Book/2779061.aspx,         VIP作品 ,1029929,11914,1431,67478,67478,67478,2967386
1482,末世危机,大尸兄,692,少黎,2014-08-20 16:12,No Level,http://www.qidian.com/Book/2432616.aspx,         VIP作品 ,351217,20193,1293,8934,8934,8934,881378
1483,秦汉三国,纵横三国的铁血骑兵,692,我的伤心谁做主,2014-08-20 14:08, 作家等级：LV2 ,http://www.qidian.com/Book/3012510.aspx,         VIP作品 ,474489,11705,1627,6208,6208,6208,1953434
1484,时空穿梭,超越赛亚人,692,极位天使,2014-08-18 23:17,No Level,http://www.qidian.com/Book/3110635.aspx,公众作品,106689,8186,900,3864,3864,3864,412818
1485,动漫同人,宅男的英灵旅程,691,风华恋血,2014-08-19 20:13,No Level,http://www.qidian.com/Book/3045614.aspx,公众作品,153653,4634,796,4402,4402,4402,421159
1486,两晋隋唐,大唐求生记,691,烽烟待续,2014-08-20 02:14,No Level,http://www.qidian.com/Book/3243543.aspx,公众作品,13239,12489,1037,104,104,104,212148
1487,篮球运动,单手持球,690,江奉先,2014-08-20 21:24,No Level,http://www.qidian.com/Book/3017957.aspx,         VIP作品 ,451993,9531,2392,20094,20094,20094,1017543
1488,异界征战,雄霸天下,690,骷髅精灵,2012-03-29 15:54, 作家等级：LV7 ,http://www.qidian.com/Book/1950108.aspx,         VIP作品 ,9170806,9924,1477,446443,446443,446443,1871261
1489,未来世界,         大星海2042 ,688,草上匪,2014-08-18 08:56, 作家等级：LV2 ,http://www.qidian.com/Book/3191906.aspx,公众作品,12761,1168,258,8837,8837,8837,197121
1490,异界征战,天珠变,687,唐家三少,2012-11-12 10:19, 作家等级：LV8 ,http://www.qidian.com/Book/1777445.aspx,         VIP作品 ,30121953,25304,4032,2314653,2314653,2314653,2687552
1491,两晋隋唐,窃唐,687,营候鼓,2014-08-20 21:11,No Level,http://www.qidian.com/Book/3179207.aspx,         VIP作品 ,170682,13078,751,5672,5672,5672,484854
1492,时空穿梭,超级虫洞,687,幻弦,2014-08-20 22:01, 作家等级：LV2 ,http://www.qidian.com/Book/2737933.aspx,         VIP作品 ,1408847,6093,1057,84661,84661,84661,962667
1493,都市生活,幻世猎手,686,石章鱼,2014-08-18 20:25, 作家等级：LV7 ,http://www.qidian.com/Book/20115.aspx,         VIP作品 ,2207021,2202,916,161407,161407,161407,845492
1494,游戏异界,我的神明与教廷,685,妖梦使十御,2014-08-20 19:47, 作家等级：LV1 ,http://www.qidian.com/Book/2857005.aspx,         VIP作品 ,454833,11101,972,16868,16868,16868,828017
1495,洪荒封神,洪荒凶兽传,685,笔录春秋,2014-08-20 13:26,No Level,http://www.qidian.com/Book/3247998.aspx,公众作品,11551,10878,1882,164,164,164,88533
1496,商战风云,超级能源强国,685,志鸟村,2014-05-06 04:23, 作家等级：LV5 ,http://www.qidian.com/Book/2455247.aspx,         VIP作品 ,4230358,8657,1454,523053,523053,523053,2163567
1497,进化变异,逆天修补匠,685,泥巴鱼,2014-08-20 20:28,No Level,http://www.qidian.com/Book/3178881.aspx,         VIP作品 ,25979,5516,1551,760,760,760,516749
1498,恐怖惊悚,极具恐怖,684, 弹指一笑间0 ,2014-08-20 20:46, 作家等级：LV1 ,http://www.qidian.com/Book/2840622.aspx,         VIP作品 ,275500,14353,2033,27161,27161,27161,1467856
1499,小说同人,龙族之新生,684,木木羊羽,2014-08-20 21:24,No Level,http://www.qidian.com/Book/2434785.aspx,公众作品,132636,5555,717,1616,1616,1616,312979
1500,异术超能,极品混乱种子,684,暗青,2014-08-20 20:38, 作家等级：LV2 ,http://www.qidian.com/Book/3256002.aspx,公众作品,3718,3718,2163,2992,2992,2992,66404
1501,异术超能,极品混乱种子,684,暗青,2014-08-20 20:38, 作家等级：LV2 ,http://www.qidian.com/Book/3256002.aspx,公众作品,3718,3718,2163,2992,2992,2992,66404
1502,商战风云,重生之金融皇帝传奇,683,金融王子,2014-08-20 21:33,No Level,http://www.qidian.com/Book/2999858.aspx,         VIP作品 ,89160,9997,1157,898,898,898,779089
1503,动漫同人,读档失败的大鬼斩役物语,682,天河優子,2014-08-19 23:10,No Level,http://www.qidian.com/Book/2607083.aspx,公众作品,104325,4570,670,29831,29831,29831,2087350
1504,奇幻修真,无限修仙,680,千头龙,2014-08-20 14:01, 作家等级：LV2 ,http://www.qidian.com/Book/1139970.aspx,         VIP作品 ,6597151,15429,1815,248010,248010,248010,8912069
1505,浪子异侠,死人经,680,冰临神下,2014-07-09 14:54, 作家等级：LV2 ,http://www.qidian.com/Book/2389275.aspx,         VIP作品 ,2574367,22917,3065,177158,177158,177158,3896140
1506,娱乐明星,鬼马喜剧之王,680,纪墨白,2014-08-20 18:01,No Level,http://www.qidian.com/Book/3061530.aspx,         VIP作品 ,343185,18719,1971,11256,11256,11256,2009375
1507,灵异奇谈,勾魂儿,678,青灯弄影,2014-08-20 09:57,No Level,http://www.qidian.com/Book/3183385.aspx,公众作品,7145,3472,407,157,157,157,515792
1508,时空穿梭,请叫我蝙蝠侠,678,驴羊熊猫,2014-08-20 17:49,No Level,http://www.qidian.com/Book/3262183.aspx,公众作品,1935,1935,944,68,68,68,16454
1509,异术超能,极品狂仙,678,一言生死与卿同,2014-08-20 20:23, 作家等级：LV2 ,http://www.qidian.com/Book/3145718.aspx,         VIP作品 ,300459,13359,827,13302,13302,13302,875663
1510,洪荒封神,龙起洪荒,677,沧海之心,2014-08-20 19:02, 作家等级：LV2 ,http://www.qidian.com/Book/2226504.aspx,         VIP作品 ,3104590,18460,2787,46619,46619,46619,4596022
1511,乡土小说,海岛农场主,676,风漂舟,2014-08-19 00:01, 作家等级：LV2 ,http://www.qidian.com/Book/2738429.aspx,         VIP作品 ,971138,9426,1443,76538,76538,76538,992579
1512,异界大陆,异界魔兽系统,676,杯具张三,2014-08-20 20:04,No Level,http://www.qidian.com/Book/3235913.aspx,公众作品,31336,18849,756,432,432,432,230719
1513,游戏生涯,巫师王座,676,大个马铃薯,2014-08-20 09:20, 作家等级：LV1 ,http://www.qidian.com/Book/3052400.aspx,         VIP作品 ,205332,7783,1726,10174,10174,10174,1039122
1514,异界大陆,女神保护人,674,鹅考,2011-02-23 12:41, 作家等级：LV4 ,http://www.qidian.com/Book/96075.aspx,         VIP作品 ,2996665,3959,3555,333286,333286,333286,848135
1515,异术超能,纨绔仙医,674,步征,2014-08-07 00:19, 作家等级：LV4 ,http://www.qidian.com/Book/2510964.aspx,         VIP作品 ,3360745,20571,2629,102493,102493,102493,3073387
1516,外国历史,奥古斯都之路,674,幸运的苏拉,2014-08-20 10:21,No Level,http://www.qidian.com/Book/3042800.aspx,         VIP作品 ,333360,22151,1763,30465,30465,30465,1084667
1517,动漫同人,假面骑士之天下御免,674, Overlord斬 ,2014-08-20 19:21,No Level,http://www.qidian.com/Book/3196952.aspx,公众作品,8884,3619,1213,337,337,337,116682
1518,异术超能,科技探宝王,674,暗流成河,2014-07-20 22:51, 作家等级：LV2 ,http://www.qidian.com/Book/2322547.aspx,         VIP作品 ,1415775,16575,2112,15845,15845,15845,9078608
1519,未来世界,星域之物语,673,妖怪闲者,2014-08-20 07:01, 作家等级：LV2 ,http://www.qidian.com/Book/3093360.aspx,         VIP作品 ,21540,3184,895,2865,2865,2865,622459
1520,东方玄幻,游方道士,671,小小小柠檬,2014-08-08 11:23, 作家等级：LV1 ,http://www.qidian.com/Book/2698230.aspx,         VIP作品 ,947128,6411,1287,43466,43466,43466,1318272
1521,悬疑探险,鬼吹灯（盗墓者的经历）,671,本物天下霸唱,2007-06-18 10:56, 作家等级：LV1 ,http://www.qidian.com/Book/53269.aspx,,,,,,,,
1522,末世危机,末世重生之分身,670,树上土豆,2014-08-20 22:25,No Level,http://www.qidian.com/Book/3097587.aspx,         VIP作品 ,175583,17120,1830,8685,8685,8685,1180277
1523,时空穿梭,黎明界点,669,安然浅浅,2014-08-20 22:50,No Level,http://www.qidian.com/Book/3251935.aspx,公众作品,17626,17626,6351,1185,1185,1185,71660
1524,时空穿梭,漫威里的异能之王,668,成神小钢炮,2014-08-19 20:37,No Level,http://www.qidian.com/Book/3256431.aspx,公众作品,6800,6800,1080,79,79,79,58540
1525,动漫同人,妹控与兄控的幻梦之旅,668,姆球菌,2014-08-18 17:27,No Level,http://www.qidian.com/Book/3208201.aspx,公众作品,23134,9451,663,1936,1936,1936,151312
1526,古武机甲,师士传说,664,方想,2014-04-18 13:43, 作家等级：LV2 ,http://www.qidian.com/Book/54111.aspx,         VIP作品 ,14486706,5115,682,4451476,4451476,4451476,2168366
1527,异术超能,绝世相师,664,苍百劫,2014-08-16 22:03, 作家等级：LV1 ,http://www.qidian.com/Book/2905556.aspx,         VIP作品 ,486269,17124,1723,4549,4549,4549,2188338
1528,都市生活,舵爷,664,端午正阳,2014-08-12 15:49, 作家等级：LV3 ,http://www.qidian.com/Book/2267071.aspx,         VIP作品 ,1075146,12089,1858,361691,361691,361691,2957378
1529,架空历史,重生武松,663,月神镰刀,2014-08-20 22:18,No Level,http://www.qidian.com/Book/3203890.aspx,公众作品,33609,4301,503,368,368,368,280466
1530,亡灵骷髅,亡灵召唤,662,梦马良,2014-08-20 20:47,No Level,http://www.qidian.com/Book/3032390.aspx,         VIP作品 ,329261,11092,2184,9196,9196,9196,974850
1531,清史民国,篡清,661,天使奥斯卡,2009-12-31 22:00, 作家等级：LV6 ,http://www.qidian.com/Book/182451.aspx,,,,,,,,
1532,异界大陆,大界主,661,客栈无人,2014-08-20 22:05,No Level,http://www.qidian.com/Book/3070603.aspx,         VIP作品 ,46544,10745,1157,992,992,992,590179
1533,两宋元明,奋斗在新明朝,661,随轻风去,2013-04-17 09:29, 作家等级：LV5 ,http://www.qidian.com/Book/2070429.aspx,         VIP作品 ,3280002,3935,520,206948,206948,206948,1901959
1534,星际战争,穿越之星际争霸,661,风消潇,2014-08-20 19:44,No Level,http://www.qidian.com/Book/3257878.aspx,公众作品,1321,1321,785,34,34,34,37716
1535,动漫同人,日在乡里,660,人干,2014-08-20 14:17,No Level,http://www.qidian.com/Book/3227804.aspx,公众作品,4191,3034,538,242,242,242,138677
1536,架空历史,穿越之神级驸马,658,神降之年,2014-08-20 16:16, 作家等级：LV1 ,http://www.qidian.com/Book/3260732.aspx,公众作品,2464,2464,822,281,281,281,55397
1537,动漫同人,无限东方神之眼,658, 伤不起sama ,2014-08-20 01:08,No Level,http://www.qidian.com/Book/2730035.aspx,公众作品,76275,4587,618,805,805,805,364133
1538,异术超能,都市超级全能系统,657,天生无才,2014-08-20 22:51,No Level,http://www.qidian.com/Book/3136245.aspx,公众作品,57760,9781,1410,1681,1681,1681,379841
1539,动漫同人,高达之变革者,655,镇魂曲,2014-08-19 23:49,No Level,http://www.qidian.com/Book/1536486.aspx,公众作品,79128,2762,999,1588,1588,1588,131697
1540,异术超能,傲临都市,655,吾爱杨,2014-08-19 23:14, 作家等级：LV1 ,http://www.qidian.com/Book/3127811.aspx,         VIP作品 ,347760,15269,973,13414,13414,13414,748818
1541,异界大陆,极品傻仙,654,笋尖蘑菇汤,2014-08-20 18:04,No Level,http://www.qidian.com/Book/3172053.aspx,公众作品,33330,3303,1554,13901,13901,13901,396004
1542,异术超能,位面交易之写轮眼,651,穿越而来的松鼠,2014-08-20 17:16,No Level,http://www.qidian.com/Book/3243590.aspx,公众作品,4005,3745,1267,52,52,52,76655
1543,异界征战,来自晨曦的光,651,几人哀愁,2014-08-20 21:54,No Level,http://www.qidian.com/Book/3228938.aspx,公众作品,7076,1772,293,885,885,885,165180
1544,异术超能,电影世界修仙传,650,刀尖上的惊雷,2013-09-10 16:16, 作家等级：LV2 ,http://www.qidian.com/Book/2487429.aspx,         VIP作品 ,2837311,5059,961,123672,123672,123672,1995036
1545,外国历史,燃烧的莫斯科,648,红场唐人,2014-08-19 23:44, 作家等级：LV1 ,http://www.qidian.com/Book/1684061.aspx,         VIP作品 ,609728,6444,1129,44249,44249,44249,1671203
1546,动漫同人,口袋妖怪漆黑的魅影之开挂,646,波凹凸,2014-08-18 01:42,No Level,http://www.qidian.com/Book/3089908.aspx,公众作品,38628,4245,751,590,590,590,164275
1547,都市生活,史上第一混乱,645,张小花,2011-01-17 23:09,No Level,http://www.qidian.com/Book/174075.aspx,,,,,,,,
1548,娱乐明星,道士之娱乐南韩,645,神之天空下的一粒尘,2014-08-20 05:26, 作家等级：LV1 ,http://www.qidian.com/Book/2944220.aspx,         VIP作品 ,301260,7427,1088,11535,11535,11535,2675602
1549,古典仙侠,九州牧云录,645,管平潮,2014-08-11 12:23, 作家等级：LV1 ,http://www.qidian.com/Book/1027878.aspx,         VIP作品 ,1908926,6342,1347,383860,383860,383860,817261
1550,都市生活,请叫我女王大人,645,风沙绝尘,2014-08-20 21:13,No Level,http://www.qidian.com/Book/3154436.aspx,         VIP作品 ,70031,6840,877,3839,3839,3839,534467
1551,异术超能,傲临都市,655,吾爱杨,2014-08-19 23:14, 作家等级：LV1 ,http://www.qidian.com/Book/3127811.aspx,         VIP作品 ,347760,15269,973,13414,13414,13414,748818
1552,清史民国,毒清,654,没落皇朝,2014-08-20 13:50, 作家等级：LV1 ,http://www.qidian.com/Book/3120590.aspx,         VIP作品 ,153609,22260,1300,3681,3681,3681,1581871
1553,异界征战,来自晨曦的光,653,几人哀愁,2014-08-20 21:54,No Level,http://www.qidian.com/Book/3228938.aspx,公众作品,7076,1772,293,885,885,885,165180
1554,古典仙侠,九州牧云录,653,管平潮,2014-08-11 12:23, 作家等级：LV1 ,http://www.qidian.com/Book/1027878.aspx,         VIP作品 ,1908926,6342,1347,383860,383860,383860,817261
1555,时空穿梭,影视空间之强者降临,653,醉心剑客,2014-06-22 22:24,No Level,http://www.qidian.com/Book/3067951.aspx,         VIP作品 ,429320,11693,2493,11746,11746,11746,668868
1556,都市生活,请叫我女王大人,653,风沙绝尘,2014-08-20 21:13,No Level,http://www.qidian.com/Book/3154436.aspx,         VIP作品 ,70031,6840,877,3839,3839,3839,534467
1557,西方奇幻,魔术师冕下,651,滚床单的蛇,2014-08-20 23:14,No Level,http://www.qidian.com/Book/3101858.aspx,         VIP作品 ,145192,6645,964,5696,5696,5696,901097
1558,外国历史,燃烧的莫斯科,651,红场唐人,2014-08-19 23:44, 作家等级：LV1 ,http://www.qidian.com/Book/1684061.aspx,         VIP作品 ,609728,6444,1129,44249,44249,44249,1671203
1559,异界大陆,不朽国度,649,诸神创世,2014-08-20 17:40,No Level,http://www.qidian.com/Book/3126471.aspx,公众作品,71373,9913,1054,3389,3389,3389,588016
1560,动漫同人,日在火影,648,某胖,2014-08-20 22:42,No Level,http://www.qidian.com/Book/3071851.aspx,公众作品,130233,9942,755,5115,5115,5115,356320
1561,古典仙侠,巫极,648,再见柒零,2014-08-20 13:25,No Level,http://www.qidian.com/Book/3245390.aspx,公众作品,11440,11367,1569,173,173,173,144384
1562,动漫同人,口袋妖怪漆黑的魅影之开挂,646,波凹凸,2014-08-18 01:42,No Level,http://www.qidian.com/Book/3089908.aspx,公众作品,38628,4245,751,590,590,590,164275
1563,动漫同人,某不科学的幻兽具现,646,会飞的年糕,2014-08-19 18:05,No Level,http://www.qidian.com/Book/3091943.aspx,公众作品,59201,3434,628,3081,3081,3081,397630
1564,动漫同人,东方炼成录,643,幻想乡的死宅,2014-08-20 10:34,No Level,http://www.qidian.com/Book/3237368.aspx,公众作品,5219,3661,587,64,64,64,190127
1565,古典仙侠,儒道文圣,641,枫雪乱,2014-08-19 21:29, 作家等级：LV1 ,http://www.qidian.com/Book/3200990.aspx,公众作品,64644,6298,378,941,941,941,237126
1566,动漫同人,桂木桂马的世界之旅,641,寡人是萝莉控,2014-08-20 15:43,No Level,http://www.qidian.com/Book/3123368.aspx,公众作品,55076,2501,615,931,931,931,117912
1567,动漫同人,火影的意志,641,天天喝冷水,2014-08-20 07:22,No Level,http://www.qidian.com/Book/3233206.aspx,公众作品,8243,6081,1049,193,193,193,146212
1568,东方玄幻,东皇太一,641, 零下5度01 ,2014-08-20 16:11,No Level,http://www.qidian.com/Book/3219516.aspx,         VIP作品 ,41650,16239,3866,2655,2655,2655,264613
1569,时空穿梭,无限军团之光,640,恒温隔热,2014-08-19 23:43,No Level,http://www.qidian.com/Book/3058693.aspx,         VIP作品 ,168560,5278,873,13574,13574,13574,886135
1570,都市生活,我的女友是九尾狐,640,不再,2014-08-18 19:16,No Level,http://www.qidian.com/Book/3203522.aspx,公众作品,38004,14230,329,1350,1350,1350,218177
1571,异术超能,超级宠物系统,639,你的微笑我的魔,2014-08-20 21:38,No Level,http://www.qidian.com/Book/3089150.aspx,         VIP作品 ,289707,7352,1509,6189,6189,6189,914454
1572,两宋元明,大宋良医,638,司徒皇,2014-08-20 20:17,No Level,http://www.qidian.com/Book/3259277.aspx,公众作品,1586,1586,684,44,44,44,85353
1573,架空历史,         将明(书坊) ,637, 知白(书坊) ,2014-07-17 16:59,No Level,http://www.qidian.com/Book/3149482.aspx,         VIP作品 ,36141,26254,929,279,279,279,3063249
1574,异术超能,九项全能,636,十喜临门,2014-07-18 13:39, 作家等级：LV3 ,http://www.qidian.com/Book/2253447.aspx,         VIP作品 ,6760111,23400,2527,263559,263559,263559,2789962
